Product ID,Product Name,Category,Description,Price
911,Organic Puttu - Pearl Millet,Snacks & Branded Foods,"Puttu originates from Kerala and is mainly made out of Rice. This recipe is adopted using Pearl Millets and presented in a convenient form. Pearl Millet is beneficial in treating stomach ulcers and for heart health. High in magnesium, it helps in bone growth, reduces cancer risk, helps in weight loss, reduces cholesterol, and is beneficial for diabetes. Certified organic products are only used to prepare this puttu.",68
912,Muesli - Gluten Free,Gourmet & World Food,"Gluten-Free Muesli is inspired by the traditional Swiss cereal developed by Dr. Maximilian Bircher-Benner. This lovely blend of gluten-free oats, dried fruits, nuts, and seeds can be enjoyed a plethora of ways: with yoghurt, milk, or juice, hot or cold, straight out of the bag or soaked overnight.",790
913,Organic Powder - Red Chilly,"Foodgrains, Oil & Masala","Make tempting vegetables, curries and other delicacies with this Organic Tattva Red Chilli Powder. It is prepared by grinding different types of chillies in a fine powder. Some chilli powders present a dim red color but are low in spice content. The chilli powder is rich in vitamin C and vitamin A content. Vitamin A from this spice helps to keep your teeth, eyesight, skin, bones and reproductive system.",55
914,Thyme,"Foodgrains, Oil & Masala","A medicinal Mediterranean herb that comes with a mild mint flavour. It is an excellent source of dietary fibre, calcium, vitamin K and Iron. It adds a warm and distinct taste to the dishes. You can add it in chicken and fish marinades, stews, vegetables, etc. It can also be used as a garnish to add a piquant flavour.",109
915,"Steel Deep Dabba/Storage Container - No. 14, Plain","Kitchen, Garden & Pets","BB Home Canister/Container Deep Dabba is a long cylindrical-shaped storage container, made of fine quality stainless steel that is durable and ideal for storing grains, snacks and other edibles. They are easy to clean and maintain. They add a great addition to your modular kitchen.",459
916,"Coco Oval Basket With Lid - Medium, Assorted Colour",Cleaning & Household,"This Coco Oval Basket With Lid is a premium quality BPA free having a smooth finish, highest quality, lightweight and appealing design.
Multi-utility baskets: -store anything and everything, from fruits, vegetables, pantry items, toiletries, beauty products, school supplies, mail, magazines and more.",182
917,Aluminium Induction Base Flat Bottom Patila Tope Pot - Silver,"Kitchen, Garden & Pets","Hazel Aluminium Flat Bottom Pot has a great thickness that is fantastic to even heat food. It is made from high quality food grade aluminium. It is made in the traditional way so that it can be used to serve food to your dinner table. This induction base pot adds a perfect finishing touch on an Indian meal. It is easy to clean and wash. this pot is highly durable and made of fine quality material making it long-lasting. It ensures even heat distribution and fast cooking. It is used to make curry, vegetables, etc.",599
918,"Ultra-Fresh Fairness Face Wash With Milk, Licorice, Saffron",Beauty & Hygiene,"Give your skin a fresh and healthy look all day long! Enriched with the goodness of Saffron, Milk and Licorice extracts, Olivia Ultra Fresh Fairness Face Wash will give your skin an even-toned and glistening complexion.",15
919,Pickle - Prawn,"Eggs, Meat & Fish",Sea caught fresh Prawns ( Chemmeen) are used in the making of Prawn pickles. The Prawn pickle is a mouth-watering nostalgia made by South Indian recipe. Processed using CFTRI know-how in a HACCP implemented factory.,225
920,Stand & Pee Reusable Portable Urination Funnel For Women,Beauty & Hygiene,"Female reusable urination device allows women's of all ages to STAND & Urinate with its unique designed funnel - when you don't want to sit on an unfriendly toilet. A must-have device for hospital & medical needs, highways & outdoor, railway & metro as well as public toilets. Made in India, first portable, reusable female urination device for women using which women can stand and urinate in all public and common toilets. It is a revolutionary product for women who hate dirty toilets when travelling fights or train or highways for work or leisure treks, marathons, road trips, events or those with medical condition joint pains or pregnancy. Using Pee device you can simply stand and pee and avoid all utis or infections or yucky experiences at dirty toilets. It comes with simple open place pee throw instructions and is very convenient to use with no spills. Now use reusable pee device and stay away from infections, UTI. No more wiping of the seat, no more squats, no more holding it in. It's a quality product by FSD.",275
921,Original Scent - Dry Skin Moisturiser With Cherry Almond Essence,Beauty & Hygiene,"Enjoy the soft and silky feel of your skin when you nourish and rejuvenate it with this moisturiser from Jergens. Absorbed excellently by your skin, this moisturiser gives you a glowing skin. Moisturising your skin thoroughly, Original Scent Skin Moisturises & Softens reduces dryness and hydrates your skin.
Apply this moisturiser regularly and religiously to experience a skin that is so soft, silky and fragranced.",499
922,Cookies-Choco Ripple Cookies,Snacks & Branded Foods,"Craving for Chocolate? One bite of these cookies can put an end to that. Cookies infused with heavenly Cocoa to make every bite feel divine. Calling all Chocolate lovers, this one's for you.",40
923,"Executive Lunch Box - Small, T Blue","Kitchen, Garden & Pets","Signorawares Executive lunch boxes are perfect for the health conscious workers of today. When you eat healthy and perform your best, your colleagues will be inspired by you. The unique insulated bag keeps food warm for hours and is ideal for office executives and school kids. The set contains 2 spill proof and air tight containers that help keep food fresh and warm. It is easy to fit and store in briefcase or hand bag.",390
924,Room Freshener - Soul Blossom Jasmine,Cleaning & Household,"Good Home Soul Blossom leaves a subtle hint of jasmine in your home, giving you the chance to lose yourself in a pleasant garden. Packed with refreshing fragrances, Good home room fresheners will fill every corner of your rooms with pleasant aromas. Now unwind at home surrounded by the best fragrances from Good home room fresheners.",149
925,Sauce - Chilli,Gourmet & World Food,"Remia Chili sauce is a fierce sweet sauce which goes completely with spring rolls and other deep-fried snacks. It is favored to be consumed with veggies and also for fish, meat and poultry.",200
926,"Copper Water Fliptop Bottle - Hammered, Plain","Kitchen, Garden & Pets","Frestol sipper bottle Sipper is made of pure copper. Drinking water stored in copper bottles is strongly recommended by Science and Ayurveda because water stored in a copper bottle is loaded with anti-oxidants. Just fill this bottle and leave it for a minimum 3 hours, best if kept overnight as the water gets copper properties and its benefits during this time. Copper kills undesirable bacteria and germs and gets water charged with the health-benefiting qualities of copper. It is recommended to drink the water at room temperature, experts say that drinking from a copper water bottle on a regular basis, especially early in the morning, can make a significant difference to health.",1299
927,Himalayan Raw Apple Cider Vinegar,Snacks & Branded Foods,"Dabur presents a 100% natural, unfiltered, undiluted & unpasteurized Apple Cider Vinegar with genuine mother of Vinegar content. It is made by fermenting the real apple juice, extracted from the finest of Himalayan apples, in order to obtain maximum health & wellness benefits. It is naturally rich in antioxidants and contains no added colours or preservatives.
This apple cider vinegar has numerous health and wellness benefits like it helps in boosting immunity, promotes healthy liver, improves digestion and metabolism, assists in managing weight, and healthy lipid levels. It is can be used as a preservative. Apart from this it serves as the nourishment for dry scalp and makes your skin and hair, glow and shine. It also has beneficial effects for sore throat, teeth whitening & bad breath.",370
928,"Toothbrush - 360 Degree Flosstip, Soft",Beauty & Hygiene,"Colgate 360° Floss-Tip Toothbrush comes with a unique floss-tip bristle design, for deep cleaning and gentle action. It provides 4x deeper reach to clean mouth thoroughly. The brush is designed to clean parts of the mouth other flat trim brushes can miss. The special purple-ended tapered bristles provide a deep clean action on both sides of the teeth and along the gumline, while the cheek & tongue cleaner works to clean more than just teeth. Easy-to-hold brush handle ensures to give a comfortable grip during brushing. The toothbrush cleans your whole mouth including teeth, tongue, cheeks & gums, to give you a healthier whole mouth clean.",190
929,Purifying Neem Face Wash,Beauty & Hygiene,"Made from an exceptional blend of Neem & Cinnamon, Chandrika Purifying Neem face wash prevents the occurrence of acne/pimples and removes post pimple marks and serves as an excellent ""Beauty Tonic"" for your skin. Its deep cleansing action flushes out impurities to give you a visibly clear, flawless skin with every wash",63
930,Opalware Classique 2 Dinner Set - Mystrio Black,"Kitchen, Garden & Pets","Divas newest collection, the Classique collection comprises of an exquisite range of tableware that stands out for its striking milky white glaze and consumer-friendly properties like being microwave friendly, chip resistant, bone ash free, dishwasher safe and has greater resistance to impact and thermal shock. Its Classique Collections exquisitely chic international design that makes owing it the ultimate reason for pride.",3395
931,Black Sliced Olives,Gourmet & World Food,"Habit Olives have first-rate flavour, texture and colour. Black olives are olives which are ripened completely before curing. They have a different flavour from green olives. It can be utilised in any recipe, as it makes them yummy and healthy.",200
932,Diatrin Tablets - Controls Sugar Naturally,Beauty & Hygiene,"The most significant indication of diabetes insipid us is persistent high urine output regardless of fluid intake while the indication of diabetes mellitus is an excessive amount of sugar in the blood. This Jiva Diatrin Tablet is highly active against Diabetes and contains an ayurvedic combination of diuretic herbs like the leaves of the Jamun fruit and the bark of the Udumber. All the leaves and roots including those of the gudmar and fruits like amla and Jamun are collected, finely sorted and then ground into powder, which is then made into small tablets. The tablet alleviates the aggravated tridosha and increases the general strength of the body besides being effective in Diabetes Mellitus and Insipidus and other urinary system related disorders.
We have chosen quality ingredients from organic environs for you and sorted them to ensure unmatched efficiency. We employ processes that are primed to give you a balanced product without contamination or loss of potency.",65
933,"Hangable Dress Shaped Hand/Basin Towel - Cream, Bh-038 Crm",Beauty & Hygiene,"Add more fun, creativity and new experiences in your daily routine. It is made from cloth fibre and is shaped to look like a dress. The soft fabric is used keeping the softness of your skin in consideration. The unique feature of the towel includes inserting your hand inside the towel at once and drying/wiping it in no time. Its soft fabric will make you feel like you are wearing a glove and will get warmth in you.",260
934,6 Oil Nourish Conditioner,Beauty & Hygiene,"Does your hair get frizzy and unmanageable? Are you left wishing for a remedy to fix your frizzy tassels? Do you want to know the secret to fixing frizzy hair? Try New Dove Intense Repair Conditioner. Control frizz with a nourishing conditioner that’s formulated to nourish and help with frizz prevention. Formulated with Keratin Actives, Dove Intense Repair Conditioner helps to nourish dry and frizzy hair with two-way care. It controls external signs of dryness in the form of frizz while nourishing strands to help them look their best. This conditioner for frizzy, damaged hair Leaves hair visibly smooth and more manageable – giving you smoother hair* that you will be proud of. Use it after your shampoo on damp hair for best results. This nourishing conditioner works immediately to smoothen the hair surface, deeply nourishing to moisturize hair strands for healthier looking and smoother hair use Dove repair conditioner. With every use, you’ll be left with shiny and beautiful hair. Buy New Dove Intense Repair conditioner and treat your hair to a look that will be the cause of envy among all your friends. Dove Conditioners, for 100% care. *Based on lab test with Dove Intense Repair system vs non-conditioning shampoo",199
935,"Stainless Steel  Induction Compatible Pressure Cooker - Silver, HSS10","Kitchen, Garden & Pets","The body and lid of this Stainless Steel Pressure Cooker With Induction Compatible Base are 100% stainless steel. To ensure uniform heating, the bottom has a core of 4.06 mm thick aluminium sandwiched between two sheets of stainless steel. The base always stays flat, never bulges. Stainless steel stays bright, does not pit or corrode, is easy to clean and extremely hygienic. Can be used safely for light and deep frying and pressure-cooking. Suitable for gas, electric, ceramic, halogen and induction cooktops. Suitable for gas, electric, ceramic, halogen and induction cooktops. Ideal to cook for 3 or 4 persons.",5600
936,"Chips - Potato, Masala",Snacks & Branded Foods,Made with Potato,45
937,Dates Powder - Natural Sweetener,Baby Care,"100% dried dates made into a fine powder. A natural sweetener and healthy replacement for sugar. It can be used to sweeten porridges, milkshakes, kheer, halwa and even partly mixed in cake and cookie doughs. Rich iron content. It contains no preservatives, additives or artificial flavours.",300
938,Coconut Scraper - Sleek,"Kitchen, Garden & Pets",Anjali coconut scraper has a plastic body with SS scrapping blade & handle. It helps scrape coconuts faster and the sharp blades scrape the coconut white effortlessly. The high quality rubber base pad fixes the product firmly for better grip.,225
939,Infant Formula Baby Food Powder - Stage 1,Baby Care,"Enfamil A+ Stage 1 has DHA & ARA at levels close to FAO/WHO recommendations for infants of 0-6 months. Enfamil formulas for infants are individually tailored to help nourish brain development and help support infant milestones. As your baby grows and develops, he/she reaches new and more complex milestones. These milestones are driven by a cognitive, motor, social and communication areas of the brain. Enfamil Infant has DHA, a fatty acid recommended by experts and important for infant brain development.",715
940,Organic - Whole Wheat Ajwain Jaggery Teething Sticks,Baby Care,"This product is recommended for little ones who are ready for all grains and nuts and it is a vegan snack. Best if they have 1-2 teeth to chew. If not, you can always dip in milk to help them bite. organic whole wheat teething breadsticks with the goodness of ajwain and jeera. It is made from organically certified whole grains and 0% maida. No baking powder, no soda or raising agents, no egg, 0% sugar, sweetness from organic jaggery and dates. Also, no hydrogenated fats, and it is made from pure cow butter. No preservatives or artificial flavours are added.",175
941,Pre Shave Foam - Classic Lemon Lime,Beauty & Hygiene,"Gillette Shave Foam Lemon-Lime leaves your skin feeling radiant and fresh, with a delicate burst of lemon-lime aroma. Like its thick, extra rich, creamy lather for a shave that is as fresh as the great outdoors. A Comfort Glide Formula and a rich, citrus-scented lather that spreads easily and rinses clean for that foamy shave men have enjoyed for generations.",199
942,Onion - Organically Grown,Fruits & Vegetables,"It is organically grown and handpicked from farm  Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",43.75
943,Cheese Spread - Asli Pepper,"Bakery, Cakes & Dairy","Britannia Cheese Spread- Asli Pepper is a soft, smooth & creamy spread made with the goodness of cow's milk. Give your food the real taste of pepper & cheesy flavours with this delicious Britannia cheese spread. Spread this on toast, sandwich or use it as a dip for a truly cheesy delight. Believing in delivering fresh and healthy products, Britannia manufactures some of India's widest range of cheese slices, cheese cubes, cheese blocks, cheese spread, pizza cheese and much more.",135
944,Lollygum,Snacks & Branded Foods,"Pop and spiral into eternity with Lolly Gum. Travel across the taste of hard candy and take a dive into the chewy gum at the centre. Relish the best combination of bubble gum and candy, rolled into one mouthful of experience.",125
945,Pet Selo Container Set - Silver,"Kitchen, Garden & Pets","Steelo plastic container set is made of 100% food-grade PET plastic that can help store pulses, spices and other edibles in a safe way. These containers are Bisphenol A (BPA) free which makes it safe from health hazards and will help lead a healthy lifestyle. The PET material makes the containers odor-free, so you donot have to worry about the contents smelling different. The airtight seal completely locks the container and conserves the nutritional value of the stored items.",362
946,Amritsari Marinade,"Foodgrains, Oil & Masala","Every street in Amritsar exudes vibes of deliciousness and Orika's Amritsari Marinade captures that spirit perfectly. A fine blend of Ajwain, red chilli powder and our signature Garam Masala, our Amritsari Marinade is a quick fix to infuse those piquant, earthy notes typical to Amritsar. Besides, the best part of using this marinade is that it imparts an almost tannic finish to your dishes without making them too hot or dry.",69
947,Sriracha Hot Chilli Sauce,Gourmet & World Food,"Real Thai Sriracha Chilli Sauce is a hot, spicy dipping sauce which is common throughout Thailand and rest of the world. It works great with soups, sauces, pasta, pizzas, hot dogs, hamburgers, stir-fried noodles or on anything else to give delicious and spicy taste to your meal.
 Benefits 
1. Made from all-natural ingredients and free for added flavouring.
2. It contains healthy ingredients and is best accompanied by pasta, pizzas, hot dogs, hamburgers, stir-fried noodles, etc.",180
948,Brightening Booster Orange Shower Gel,Beauty & Hygiene,Escape to the shower for an ultimate bathing experience. This naturally soothing orange shower gel is infused with gentle foaming body cleanser and conditioner. The aromatherapy blend of essential oil will pamper your skin and leave it wonderfully scented and rejuvenated.,299
949,Icecream Mix- Chocolate,Gourmet & World Food,"There’s always a room for ice cream! With puramate ice cream mix, you are well prepared for a rush on hot days and can always offer ice cream in the winter. Ready to use, our ice cream mixes are designed to be quickly and easily prepared. Enjoy the delicious simplicity of creamy ice cream mix or add your own touch by mixing in nuts, candy, or toppings. Puramate ice cream mix is indulgent, wholesome and fun. Puramate’s ice-cream powder premix makes it easier for you to make pure and hygienic homemade ice creams of your choice. You can make mouth-watering ice creams using fresh cream, fruit, or fruit pulps. Ice creams taste even more delicious when had with puramate’s ice cream premixes. It makes delicious ice cream in the comfort of home. Instant mix to make delicious ice creams in a convenient way. Just mix/whip with chilled milk and freeze, your delicious ice cream is ready to serve and enjoy the magic taste ice cream mix. Everybody knows nothing compares to homemade ice cream – especially when it’s made with our puramate ice cream mix. The special recipes for our puramate ice cream mixes deliver a deliciously sweet and creamy flavour that’s worth screaming for.",48
950,Spices - Whole White Pepper,Gourmet & World Food,"This high quality White Pepper is created from the Black Pepper grown in the House of Ramapuram’s family plantations in the hill district of Coorg, in Karnataka, India. Ripened Pepper corns are handpicked and soaked in water for days and the outer skin layer removed to create White Pepper.White Pepper is used in light-coloured dishes such as white sauces and mashed potatoes for aesthetic reasons. With its origins in French cuisine, white pepper is also used in some cuisines for its specific flavour. Once opened, store in an air tight container to retain flavour and aroma.",250
951,Comb - Derby Deluxe No 61,Beauty & Hygiene,"comb is a toothed device used for styling, cleaning and managing hair and scalp. Combs are among the oldest tools found by archaeologists  For Beauty tips, tricks & more visit https://bigbasket.blog/",40
952,Scissors - Stylish Cut,Cleaning & Household,These scissors are suitable for men's hairdressing saloons. It has a grip on the handle which ensures that it doesn't slip while in use. These Cartini scissors are perfect to get the stylish hair cut.,220
953,Sylvana Shot Glass Tumbler,"Kitchen, Garden & Pets",These simple yet elegant-looking glasses are ideal for your party-time tequila shots. Enhance the beauty of your in-house bar with this beautifully crafted crockery.,438
954,"Padded Lead - 1 inch, Blue Colour","Kitchen, Garden & Pets",These are soft padded lead for your active pets with light weight metal fitings making them completely safe for your pets.,730
955,Pimple Clear & Germ Removal Face Wash,Beauty & Hygiene,"All of us have dealt with pimples and acne at some point in time in our lives. Environmental factors are only some of the causes of this problem, but hormones and genetics also play a part in triggering acne. Stress, lifestyle choices, hygiene issues, make-up residue and food can make the situation worse.
Pond’s Pimple Clear Face Wash, it offers the best solution for pimples and acne thanks to its unique formula that includes active Thymo-T Essence. The formula works well with this face wash for oily and dry skin types. It penetrates deep into your skin’s epidermis to lock pimple-causing germs at the root and helps clear them away.
Pond’s Pimple Clear face wash is a gentle face wash with the world's first Lock + Clear Technology that is clinically proven to start showing results in just three days giving you clearer, healthier, smoother skin.
The Power of Active Thymo-T Essence and the world's first Lock + Clear Technology enables this face wash for pimples to clear them at the root. You will see a visible difference in 3 days with smoother, clearer skin thanks to this exfoliating face wash.",249
956,Organic Peanut Flax Chutney - Spicy Podi Flavour,Snacks & Branded Foods,"This delicious and nutritious chutney is made from peanuts and flax seeds, with flavouring from herbs and masalas such as cumin powder, garlic powder, chilli powder and some rock salt. Bursting with nutrition (27% protein, rich in iron, calcium, omega-3, dietary fibre), this spicy chutney is made from 100% Organic Ingredients. This ""spicy podi"" flavoured chutney is a great way to add nutrition to your daily favourites such as dosas, idlis, parathas and chapatis.",130
957,Manuka Honey Multifloral,Gourmet & World Food,"Nelson Honey’s Manuka Honey 100+MG (Multiforal) is sourced from pure, clean and natural environments in remote parts of the top of the South Island of New Zealand. This area is free of pollution, chemicals and other contaminants. This honey is known for its distinct flavour and special aroma. It is widely used for medicinal purposes as it contains antibacterial properties.
Manuka honey is collected by the honeybees from the flower named Manuka. It contains no additional ingredients, preservative or GMO. It is not blended or heat treated.",1999
958,Everfresh Morning Rose Dew Gel Blocks,Cleaning & Household,"Airwicks Everfresh Gel come with upto 2,400 fragrant sprays per refill and one pack fills the room for up to 60 days making them last longer. Their advanced technique eradicates odour causing bacteria eliminating foul smell leaving your room smelling like a bunch of roses or any other wide variety of fragrance that it comes in.

Enjoy the lifting fragrance of roses with 33% more fragrance.
Drives away odours to enhance the bathroom.
Lasts for up to 30 days.
Available in - Lavender Meadows, Morning Rose Dew, Lemon Garden and Velvet Rose",65
959,Organic Tamarind/Hunisehannu,"Foodgrains, Oil & Masala","BB Royal tamarind is sweet and tasty. Tamarind is high in vitamin C and several B vitamins along with potassium iron and phosphorus. It has been used to break the fever and cool down the body. Traditionally it is also employed to help with digestion issues relieve a sore throat and alleviate sunstroke.
Tamarind contains a variety of biologically active phytochemical compounds which combine with the nutrients of tamarind act in synergy to produce its miraculous benefits. It is an extensively used condiment spice that is necessary for kitchens. One can make a variety of dishes and pickles with these tamarinds.",339
960,"Muffin - Rich Chocolate, Whole Wheat (Eggless)","Bakery, Cakes & Dairy",All your chocolate desires in a Rich Chocolate Centered Muffin.,289
961,Cheesy Corn Triangles,Snacks & Branded Foods,"Triangles of indulgence! Italian seasoned, cheese & corn-filled gooey delights that are sure to leave you asking for more. ITC master chef is a high-quality brand and its quality is of a gold standard. It adheres to absolute benchmark and its products are of the highest standards in taste and quality.",160
962,Rejuvenating Cucumber & Aloe Vera Face Pack For Skin,Beauty & Hygiene,Do not let those slumbers go to waste. Have a face pack party! Try Everyuth Naturals Skin Firming Cucumber Face Pack with Nano Multi-vitamin A and Cucumber Extracts.,180
963,Opalware Ivory Multiutility Bowl Set - Autumn Shadow,"Kitchen, Garden & Pets","As timeless as the tradition itself, ivory has adorned the walls and plates of kings and nawabs alike. Its soft milky glaze, its smooth texture has been adored through the centuries. Diva brings you a collection as refined as ivory. It is perfectly smooth and strikingly white while being microwave friendly, chip resistant, bone ash free, dishwasher safe and have greater resistance to impact and thermal shock. The secret of the classiest dinner parties is now in your hand.",225
964,Cheese Crunchy Layered Crackers,"Bakery, Cakes & Dairy","Malkist choco weelz crunchy coated biscuit an unexpected treat that combines the playfulness of a cookie and elegance of a cake. Experience the unique combination of chunky.MALKIST is more than just a crispy cracker, its enriched with Malt & Vit. B to give you the energy and delicious toppings for taste you just cant resist.",150
965,Kitchen & Household Daily Cleaning - Reusable Cloth,Cleaning & Household,"York is a Leading European manufacturer of household cleaning products. Multipurpose cottonlike cloth is soft to touch and can be used dry or wet. Intended to polish, wash or wipe on different types of surfaces such as plastic, laminate, leather, tiles, wood, particularly delicate areas in kitchen, bathroom or car.",180
966,Glass Water/Juice Tumbler - Summer,"Kitchen, Garden & Pets","Tumbler is a flat-bottomed container usually made of plastic or glass. This tumbler by Iveo, made of glass, can be used to serve water, juices and other beverages. It will surely increase the elegance of your kitchen and dining space.",485
967,Pearl Whitening Peel Off Mask,Beauty & Hygiene,"Glamveda pearl mask mildly calms sensitive skin with rich essence, the saffron & rose petals are here to transform your skin! Your skin will be soft and supple in a couple of minutes with this mask, leaving you looking effortlessly flawless. The rich extracts, with soothing properties, offers softness and hydration to skin.",180
968,Plastic Watering Can - Green,"Kitchen, Garden & Pets","Let your planters reflect your personality with Klassic Planters. These Planters are suitable for all the intents: balcony, indoor as well as outdoor gardening. The design supports almost all the variety of flowers and plants. Colourful flowers grown along with the amazing designs of this planter will give an unique look for your garden. The planters can withstand direct sunlight, rainfall and can be kept outside all over the year - making it a perfect choice for outdoor gardening. They are also ideal for indoor gardening, and a lightweight option to decorate your table top, sleeves with beautiful plants. And the best part is that these high-quality beautiful planters are available at pocket-friendly rates!",599
969,Lemon Grass,Fruits & Vegetables,"Lemon Grass is a culinary herb that comes with an excellent aroma. It is also used as a medicinal herb in India. It has a subtle citrusy flavour and can be used fresh or even dried and powdered.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/2255/lemongrass-tea/",12.5
970,Professional Salon Series Platinum Silver Facial Kit,Beauty & Hygiene,"VLCC Platinum Facial Kit helps to cleanse your skin and restores the natural balance of the skin to keep it healthy. It provides nourishment to the root of skin and brings the natural glow out so that your skin looks softer and more radiant. This kit contains one Comfrey Cleanser Cum Toner, one Platinum Scrub, one Platinum Gel, one Platinum Cream, and one Platinum Pack.",1600
971,Medium Prawns,Snacks & Branded Foods,"Sumeru Five Senses Medium Prawns is the choicest catch from the deep, fresh and hygienically packed. Fresh juicy prawns are wonderful for your curries.",250
972,"Stainless Steel Spices Bottle/Holder - Silver, BB 543","Kitchen, Garden & Pets","Complete your dining set to enhance the beauty of your dining table by placing this set of silver-coloured spice bottles. The bottles are small and perfect in size making it easy for you to organise the spices. The bottles are made using stainless steel, which is lightweight, durable and easy to handle. These bottles come with a stand for convenient and safe rotating. You can fill up these cute little bottles with salt and crushed black pepper. Great for the dining room, kitchen counter, picnic table, or office cafeteria.",809
973,Organic - Chana Masala,"Foodgrains, Oil & Masala","Pure & Sure is a range of Certified Organic Foods Products from Phalada Agro, It is a natural step to extend our know-how and expertise of Organic food, to provide the consumer a healthy and delectable experience of Pure organic food, The ethos of the brand lies in the name itself which urges you to, Take a step towards a more healthy living,Unlike many others, Pure & Sure is a healthy result of a seamless effortof Phalada Agro which is involved throughout the supply chain, right from the development of Organic Agri-inputs to a nourishing finalproduct which reaches your kitchen, By choosing to go the organic way, heres how Pure & Sure contributes to your health No more chemical concoctions entering your body An authentic taste at all meals, A surge of vitamins, minerals, enzymes and other micro-nutrients adding to your health Preventing you from perilous Ingredients which may cause fatal diseases like cancer, respiratory problems and other major diseases, All of Phalada products are sourced directly from farmers and processed under hygienic condition in a GMP Certified Processing Facility with more than 10 years of experience.",65
974,"Body Bath Loofah/Sponge/Scrubber - Double Loop Hangable - Grey, BH011GRY","Kitchen, Garden & Pets","BB Home presents this multi-coloured loofah scrubber for hard to reach body parts. It is perfect for cleaning the back, neck, feet etc. Just hold the loofah from the ends and gently scrub your body. It improves your skin's blood circulation and eliminates dead skin cells. The loofah is composed of cloth fibres that exfoliate the skin, resulting in smooth and glowing skin. Care Instruction: - Do not use harsh chemicals to clean.",219
975,Fibre Rich Muesli For Breakfast + Cranberry Blueberry Muesli Fibre (each 1kg),Gourmet & World Food,"No Added Sugar Muesli 1kg
True Elements brings to you No Added Sugar Muesli that is loaded with health benefits and nutrients. It is 100% natural, free from any chemicals or preservatives and best-selected ingredients. It is a very crunchy breakfast treat. This muesli is rich in whole grains and seeds. It is a great source of protein, fibre, and nutrients. It is great for your health. Enjoy it with milk, yoghurt or curd and top it off with fruits or seeds of your choice.
Benefits:

It is loaded with many health benefits and nutrients.
It is a great healthy snack option.
It is a great source of protein, fibre, and nutrients.
It is 100% natural and made of high quality.

Cranberry and Blueberry Muesli 1kg
True Elements brings to you Cranberry And Blueberry Muesli that is loaded with health benefits and nutrients. It is 100% natural, free from any chemicals or preservatives and best-selected ingredients. It is a very crunchy breakfast treat. It contains whole grains oats, dried fruits and nuts etc. It is enhanced with the sweetness of luscious blueberries, tangy flavour of cranberries. This muesli is rich in whole grains and seeds. It is a great source of protein, fibre, extremely rich in vitamins and minerals. It is great for your health. Enjoy it with milk, yoghurt or curd and top it off with fruits or seeds of your choice.
Benefits:

It is loaded with many health benefits and nutrients.
It is a great healthy snack option.
It is a great source of protein, fibre, extremely rich in vitamins and minerals.
It is 100% natural and made of high quality.",1190
976,Immunity Booster Natural Remedial Drink,Gourmet & World Food,Immunity booster for the complete family. A potent mix of our Lakadong Turmeric and our Heirloom Chai ka Masala. This mix has therapeutic properties to increase immunity and clear chest congestion and sinus. It also helps indigestion.,395
977,"Copper Bottle - Matt Finish, Duke, BBCB03","Kitchen, Garden & Pets","Now free your environment, and yourself from the unhealthy plastic bottles and get a healthier one-time product for all your needs. Copper is one of the metals that has the ability to kill bacteria and protects from health risk. Drinking water from Copper Bottles/Jugs creates a natural purification process. Water stored in a copper jug/ bottle, preferably overnight or at least for four hours, acquires a certain quality from the copper.  Drinking water in copper bottles may aid in weight loss and helps boost the immune system.",1299
978,Syrup,Gourmet & World Food,"High Fructose Corn Syrup, Corn Syrup, Water, Cocoa, Sugar, Salt, Emulsifier, Vanillin, Artificial Flavour.",200
979,Microfiber Multipurpose Cloth,Cleaning & Household,"These microfiber cleaning cloths from Gala are an effective and reusable tool for cleaning your wet and dry household surfaces, its made of Polyester and Nylon which leaves no stains or marks on any gadgets.",140
980,Paste - Ginger & Garlic,"Foodgrains, Oil & Masala",Mothers Recipe Ginger Garlic Paste is guarantees that the paste comes to you in its tastiest appearance. And whenever you use it any dish you will get the unusual yummy tang of homemade paste. It has one of the most necessary ingredients in Indian cuisines it is additional to almost all non-veg dishes and some veg dishes like pulao biryani matar paneer chana masala etc.,75
981,Sugar/Sakkare - Refined,"Foodgrains, Oil & Masala","Madhur sugar is pure, hygienic and meets international standards. It is available in small and medium crystal sizes packed in 1kg and 5kg quantity.
Madhur has brought together knowledge of sweetening passion to develop a product that is untouched by hand for the consumers.
From the morning cuppa, the favourite cake and the special recipe, we make it better. No matter what the occasion is we are there with a brand you know and trust.",295
982,Namkeen - Lite Chiwda,Snacks & Branded Foods,"Haldirams brings to you Lite Chiwda which is also known as diet chiwda. It is spicy, really crispy, slightly tangy and very tasty. It is made with rice flakes, gram flour and flavourful spices. A perfect delightful snack that can be enjoyed with tea or as a evening snack. It is a great healthy snack option. Satisfy your taste buds with something crispy and traditional yet healthy. It is a zingy, light and perfect snack. It does not contain artificial colours or preservatives.",10
983,Men Expert White Activ Intensive Whitening Foam,Beauty & Hygiene,"LOreal Men Expert White Activ intensive whitening foam has a special pro-exfoliating formula which helps men in removing the dead cells from their skins, thus leaving it luminous and bright. It uses effective ingredients that act as good peeling agents. It not only smoothes out irregularities but also helps in stimulating a healthy dead skin-cell removal routine. This face wash not only helps whiten the skin fair but also removes dirt or makeup. It removes all impurities from the skin.",499
